,Date,Open,High,Low,Close,Adj Close,Volume,ma7,ma21,ema,26ema,12ema,MACD,momentum,20sd,upper_band,lower_band,RSI,HT_DCPERIOD,HT_DCPHASE,HT_TRENDMODE,ATR,NATR,TRANGE,DEMA,HT_TRENDLINE,KAMA,MIDPOINT,MIDPRICE,SAR,SMA10,T3,TRIMA,WMA,ADX14,ADX20,ADXR,APO,AROONOSC,BOP,CCI3,CCI5,CCI10,CCI14,CMO,DX,MINUS_DI,MINUS_DM,MOM3,MOM5,MOM10,PLUS_DI,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,RSI5,RSI10,RSI14,TRIX,ULTOSC,WILLR,MKTCP,AVBLS,TOUTV,TRFUS,CPTRA,TRVOU,MKPRU,HRATE,DIFF,MIREV,daily_return
10,2010/10/22,0.1025,0.109,0.1045,0.1055,0.1055,481,0.1022,0.090908095,0.104700679,0.08966608,0.099221073,0.009554993,-0.8945,0.015792771,0.122493637,0.059322554,69.28399528,23.21255175,207.4919822,1,0.01261899,11.96112778,0.0065,0.101675203,0.086598796,0.100821958,0.10095,0.09755,0.175,0.10234,0.099973379,0.082349333,0.091890409,22.71474154,25.84907598,37.87170362,0.016628205,-28.57142857,0.666666667,100,84.71857684,103.6237785,112.5956039,38.56799057,0.457343299,23.36313152,0.041268463,0.0065,0.0031,0.0005,23.15040498,0.040892705,19.49071674,0.476190476,0.004761905,1.004761905,100.4761905,63.40389893,67.79535702,69.28399528,0.720129674,55.44926947,-37.78801843,465155.75,0.000974961,138906.02,0,1.653636364,3208.716,0.107,0.016344753,2149.021815,818.55,0.090047393
11,2010/10/23,0.1055,0.19,0.108,0.115,0.115,1560,0.104057143,0.093474286,0.111566893,0.09154352,0.101648601,0.01010508,-0.885,0.014758407,0.122991099,0.063957472,74.88675525,23.91830688,208.6174326,1,0.017753348,15.43769363,0.0845,0.104191101,0.088065667,0.103183036,0.10495,0.1275,0.01,0.10364,0.101163649,0.084731958,0.094005312,24.75473027,26.77748124,37.4087483,0.016260897,71.42857143,0.115853659,100,166.6666667,329.4541424,369.4990991,49.77351049,51.27458373,15.41943542,0.038320716,0.008,0.018,0.013,47.87170336,0.118971797,18.61456613,12.74509804,0.12745098,1.12745098,112.745098,77.20492106,75.14385326,74.88675525,0.768233932,36.06310773,-60,474842.1095,0.001054249,49203.8,0.0054505,1.52229053,994.38922,0.10901,0.018588151,2149.021815,948.387,0.147826087
12,2010/10/24,0.115,0.19,0.09009,0.132,0.132,4450,0.108285714,0.096840952,0.125188964,0.094541559,0.106318047,0.011776488,-0.868,0.014721097,0.126283146,0.067398758,81.41848726,24.48581559,207.613837,1,0.02362168,17.89521211,0.09991,0.108560619,0.089634562,0.109014198,0.11345,0.1275,0.01,0.10634,0.103282538,0.087130833,0.097103441,25.46874961,27.01563036,36.04995641,0.015815128,78.57142857,0.170153138,49.27040462,82.68548419,165.7750972,230.0060451,62.83697451,34.75100104,16.17679529,0.053493522,0.0295,0.033,0.027,33.40801227,0.110473812,17.56230762,25.71428571,0.257142857,1.257142857,125.7142857,87.63523825,82.90138704,81.41848726,0.822541177,38.53451802,-46.4,829426,0.000697812,88862.99,0,3.795983087,2612.88,0.19,0.020190578,2149.021815,1795.5,0.138636364
13,2010/10/25,0.132,0.18,0.133,0.1503,0.1503,2995,0.1159,0.101074286,0.141929655,0.098673424,0.113084502,0.014411078,-0.8497,0.016422817,0.133919919,0.068228652,85.72319299,24.89133563,206.5111173,1,0.025362989,16.87490922,0.048,0.114767197,0.091969629,0.1185692,0.12365,0.1275,0.01,0.11127,0.10686862,0.089616458,0.10123172,26.13176757,27.24187201,34.98963912,0.016440128,78.57142857,0.389361702,100,96.9745488,154.8052102,208.7682347,71.44638599,34.75100104,13.98988328,0.049672556,0.0448,0.0433,0.0493,28.89164287,0.102582825,17.59214292,48.81188119,0.488118812,1.488118812,148.8118812,92.34711407,87.54918554,85.72319299,0.887782132,38.74797254,-31.76,656385,0.000605047,154213.65,0,3.288100209,3248.4,0.15,0.022433975,2149.021815,1575,0.248835662
14,2010/10/26,0.1503,0.19,0.151,0.1877,0.1877,11594,0.128571429,0.107021429,0.172443218,0.105270366,0.124563809,0.019293444,-0.8123,0.023257316,0.153536061,0.060506796,90.54440669,25.02974246,197.2270271,1,0.026387061,14.05810378,0.0397,0.125016795,0.095501547,0.137475589,0.14235,0.1275,0.01,0.11984,0.112953455,0.09235125,0.107583011,27.05530416,27.63575012,34.45046704,0.018496026,92.85714286,0.958974359,100,122.9512566,153.3101668,197.4178942,81.08881339,39.06127983,12.48636473,0.046124516,0.0727,0.0852,0.0857,28.49370408,0.10525548,18.81832566,84.01960784,0.840196078,1.840196078,184.0196078,96.12218755,92.30126561,90.54440669,0.974888267,44.3127203,-1.84,833720,0.000640353,194450,0,4.730452675,4876.35,0.19,0.025852486,2149.021815,2299,-0.077783697
15,2010/10/27,0.1877,0.191,0.1731,0.1731,0.1731,4009,0.138014286,0.11207381,0.172881073,0.110296462,0.132030916,0.021734453,-0.8269,0.026674949,0.165423708,0.058723911,79.28802457,24.75834699,182.5898067,1,0.025780842,14.89361189,0.0179,0.132424333,0.09968572,0.144319196,0.14235,0.140545,0.01,0.12691,0.120428762,0.095233542,0.112722473,27.94362085,28.02768856,33.50184885,0.020208205,100,-0.815642458,59.15290739,89.03723507,120.7754764,152.2269975,58.57604914,39.49173791,11.86708623,0.042829908,0.0411,0.0676,0.0707,27.35759423,0.098737232,19.69928176,69.04296875,0.690429688,1.690429688,169.0429688,77.47362667,79.19128311,79.28802457,1.07153656,39.72041234,-17.73857893,835734,0.000862567,231666.64,0,3.539543058,10365.07,0.19,0.022647632,2149.021815,2014,0.097631427
16,2010/10/28,0.1731,0.19,0.173,0.19,0.19,5380,0.150514286,0.116985714,0.184293691,0.116202255,0.140949237,0.024746981,-0.81,0.031248317,0.179482349,0.054489079,82.06713283,24.04927633,160.523355,1,0.025153639,13.23875745,0.017,0.141186501,0.10525236,0.153900278,0.1435,0.140545,0.01,0.13621,0.12895473,0.098302917,0.118713118,28.76091258,28.39613001,32.61720221,0.022584231,21.42857143,0.994117647,100,73.7673648,108.9116637,130.0257491,64.13426565,39.38570506,11.32257613,0.039870629,0.0397,0.075,0.093,26.03684919,0.091684572,21.0006223,95.87628866,0.958762887,1.958762887,195.8762887,82.41109517,82.40542207,82.06713283,1.179861076,42.80285563,-0.990982063,837820.5935,0.000678018,154286.85,0,4.085215,5242.94593,0.19001,0.022968118,2149.021815,2042.6075,0.046842105
17,2010/10/29,0.19,0.199,0.1875,0.1989,0.1989,5112,0.163857143,0.121990476,0.19403123,0.12232977,0.149864739,0.027534969,-0.8011,0.035601054,0.193192584,0.050788369,83.33528079,23.36598973,146.0794865,1,0.024178379,12.15604787,0.0115,0.150169057,0.111936543,0.163717839,0.14795,0.144545,0.01,0.1462,0.138172135,0.1015965,0.125002495,29.81692001,28.91322876,31.89558408,0.02533359,35.71428571,0.773913043,100,115.2274343,105.2029132,126.5686136,66.67056157,43.54501662,10.93788853,0.037022727,0.0112,0.0669,0.0999,27.81117444,0.094135674,22.45227236,100.9090909,1.009090909,2.009090909,200.9090909,84.62893569,83.86383487,83.33528079,1.297991876,44.6559022,-0.091818933,844430.1,0.000602174,136452.55,0,4.815987124,4804.987,0.191,0.025104687,2149.021815,2244.25,-0.032176973
18,2010/10/30,0.1989,0.1989,0.171,0.1925,0.1925,7829,0.174928571,0.126561905,0.19301041,0.127528944,0.15642401,0.028895066,-0.8075,0.038113769,0.202789442,0.050334367,79.00846438,23.63348516,148.5667696,1,0.024444209,12.69829053,0.0279,0.157433629,0.11738916,0.169203805,0.14795,0.144545,0.01,0.15475,0.147216855,0.10509175,0.130584344,29.57414073,28.77488068,30.71153038,0.028249615,35.71428571,-0.229390681,-24.54873646,36.72178988,73.80353141,93.73484912,58.01692876,26.41801008,14.8678017,0.050878246,0.0194,0.0422,0.0855,25.54372215,0.087411698,23.96566126,79.90654206,0.799065421,1.799065421,179.9065421,76.01341125,78.65460831,79.00846438,1.418241574,53.32923099,-5.968230649,850711.89,0.00063018,93681.81,0,5.186486486,3084.6006,0.1919,0.025638829,2149.021815,2302.8,0.015584416
19,2010/11/1,0.1925,0.1955,0.172,0.1955,0.1955,4049,0.184,0.131347619,0.194670137,0.132565073,0.162435701,0.029870627,-0.8045,0.040083454,0.211514527,0.051180712,79.54459861,24.54368893,149.6318035,1,0.024376766,12.46893389,0.0235,0.164311642,0.122399933,0.174350672,0.14795,0.144545,0.01,0.16405,0.155653747,0.108813958,0.136079032,29.34870283,28.64345001,29.61205194,0.031187821,35.71428571,0.127659574,-48.01762115,15.45253863,62.8582159,80.45646082,59.08919722,26.41801008,13.84397165,0.047244086,0.0055,0.0078,0.093,23.78472435,0.081168005,25.36031317,90.73170732,0.907317073,1.907317073,190.7317073,77.36367924,79.32352764,79.54459861,1.537895483,61.82158926,-3.213662657,879191,0.000586921,61627.41,0,5.100274725,4219.9825,0.1975,0.028893922,3091.73689,1856.5,-0.008695652
20,2010/11/2,0.1955,0.195,0.1905,0.1938,0.1938,1121,0.190214286,0.136057143,0.194090046,0.137102026,0.167260978,0.030158952,-0.8062,0.041685008,0.219427159,0.052687127,78.32382381,25.13413556,153.4841929,1,0.022992711,11.86414399,0.005,0.170248335,0.126225012,0.178047667,0.14895,0.144545,0.01,0.17288,0.163136023,0.112747833,0.141175656,29.13936763,28.51859088,28.6978322,0.033544231,35.71428571,-0.377777778,100,64.82155863,73.30756042,80.38862122,56.64764761,26.41801008,13.62892653,0.043869508,-0.0051,0.0207,0.0883,23.41526471,0.07537029,26.23599308,83.69668246,0.836966825,1.836966825,183.6966825,74.39717083,77.78865953,78.32382381,1.652950549,68.07318417,-4.774584519,871930,0.00045274,65171.14,0,5.802826855,3516.0675,0.1955,0.025820101,3091.73689,1642.2,-0.003611971
21,2010/11/3,0.1938,0.275,0.125,0.1931,0.1931,11769,0.190985714,0.140252381,0.193430015,0.141250897,0.171236212,0.029985315,-0.8069,0.042557247,0.225366874,0.055137888,77.79439572,25.25745406,157.8756064,1,0.03206466,16.60520988,0.15,0.175454335,0.129828292,0.180864877,0.1507,0.182545,0.01,0.18069,0.169505378,0.116910083,0.145941763,31.14959185,29.65242495,28.71012454,0.037007692,64.28571429,-0.004666667,94.61206897,98.39789574,87.98190483,80.00578792,55.58879144,57.28250662,9.074752551,0.040735972,0.0006,0.0031,0.0781,33.412537,0.149986698,28.04838945,67.91304348,0.679130435,1.679130435,167.9130435,72.95725832,77.10606284,77.79439572,1.760640511,54.40787532,-44.29181764,1229263.75,0.000454205,65403.99,0,8.274700599,13665.025,0.275,0.030891906,3091.73689,2763.75,0.191092698
22,2010/11/4,0.1931,0.236,0.1934,0.23,0.23,6229,0.199114286,0.146347619,0.217810005,0.147826187,0.180276795,0.032450608,-0.77,0.04586236,0.238072339,0.054622899,83.95236114,24.82400247,162.5149234,1,0.032838613,14.27765787,0.0429,0.184691409,0.134144467,0.19156901,0.16625,0.182545,0.01,0.19049,0.176134206,0.121469417,0.152805075,33.01622862,30.72956731,28.72153886,0.042144231,64.28571429,0.866197183,100,162.6927128,192.5307906,117.6911282,67.90472228,57.28250662,8.227935556,0.03782626,0.0345,0.0311,0.098,30.29462233,0.139273363,30.7216755,74.24242424,0.742424242,1.742424242,174.2424242,88.11473476,84.87816148,83.95236114,1.872180841,59.81858178,-24.33616354,1057230.396,0.000463406,162239.24,0,6.648659292,9353.54832,0.23601,0.029354995,3091.73689,2253.8955,0.130434783
23,2010/11/5,0.23,0.2639,0.2101,0.26,0.26,8757,0.209114286,0.153728571,0.245936668,0.156136859,0.192541903,0.036405045,-0.74,0.050732915,0.255194402,0.052262741,87.08754516,24.14536881,168.0877088,1,0.034335855,13.20609809,0.0538,0.196709738,0.1402906,0.207804489,0.18275,0.182545,0.01,0.20146,0.18422747,0.126509583,0.16124129,35.19211291,32.03562011,28.95342723,0.047939103,64.28571429,0.557620818,100,127.149704,221.0236401,170.0730301,74.17509032,63.47860872,7.307048384,0.035124384,0.0662,0.0675,0.1097,32.70812151,0.157225265,33.41420478,72.98735862,0.729873586,1.729873586,172.9873586,92.4279084,88.42718707,87.08754516,1.993259282,62.37326056,-8.112054513,1077282.945,0.000596482,56243.79109,0,6.314675481,6805.4832,0.2399,0.033658345,3091.73689,2626.905,0.5
24,2010/11/6,0.26,0.5,0.2402,0.39,0.39,9396,0.236414286,0.167490476,0.341978889,0.17346295,0.222920072,0.049457122,-0.61,0.07122437,0.309939215,0.025041737,93.24561409,23.66569431,167.8065197,1,0.050440437,12.93344534,0.2598,0.223723864,0.14911715,0.261450448,0.2525,0.295045,0.01,0.22169,0.198277592,0.132563542,0.177640538,38.697727,34.3721996,31.72622864,0.058092949,85.71428571,0.500384911,100,166.6666667,278.7931535,337.3142872,86.49122818,84.27071019,4.618734031,0.032615499,0.1969,0.1945,0.2023,54.10907997,0.382094889,37.52401537,107.7783697,1.077783697,2.077783697,207.7783697,97.44678907,94.56679218,93.24561409,2.161531594,59.64834978,-26.83515894,1305188.5,0.000584319,121427.3,0,7.529562982,8351.71,0.29,0.031045597,3091.73689,2929,-0.128205128
25,2010/11/7,0.39,0.47,0.286,0.34,0.34,27937,0.257485714,0.17882381,0.34065963,0.185800938,0.240932369,0.055131431,-0.66,0.078649566,0.336122941,0.021524678,77.86453634,23.62687733,166.9176602,1,0.059980406,17.64129577,0.184,0.241813339,0.158921217,0.274872987,0.261,0.295045,0.01,0.23838,0.215699063,0.139446667,0.190119355,41.95294009,36.59195011,33.71084485,0.064474359,85.71428571,-0.27173913,43.2339752,78.0664794,154.2930311,201.6807344,55.72907268,84.27071019,3.606670283,0.030285821,0.11,0.1462,0.1669,42.25261932,0.354802397,39.25563387,96.41825534,0.964182553,1.964182553,196.4182553,73.89833796,77.08927919,77.86453634,2.342902025,53.70827726,-39.03295845,2256520.487,0.000533508,124630.78,0,13.9325564,44081.41184,0.499999,0.038115386,3091.73689,6199.9876,-0.285294118
26,2010/11/8,0.34,0.37,0.2261,0.243,0.243,38339,0.264271429,0.185519048,0.27555321,0.190038513,0.241250466,0.051211953,-0.757,0.077041065,0.339601178,0.031436917,57.90806268,24.23179361,168.7127534,1,0.065974662,27.15006681,0.1439,0.245940284,0.167441667,0.273112919,0.27015,0.3125,0.01,0.24368,0.230613921,0.146785417,0.195795699,43.08713604,37.58391306,34.60945181,0.063775,85.71428571,-0.674079222,-100,-19.81688953,40.53411844,69.97680793,15.81612536,57.8316835,9.529992185,0.088022548,-0.017,0.0499,0.053,35.66978326,0.329459369,37.61427308,27.89473684,0.278947368,1.278947368,127.8947368,46.59380573,55.12746479,57.90806268,2.495762519,46.90554065,-68.53333333,1674657,0.000803472,455084.71,0.3071,9.695783133,34757.8,0.37,0.04011337,3091.73689,4828.5,-0.135802469
27,2010/11/9,0.243,0.323,0.199,0.21,0.21,12808,0.266585714,0.1909,0.23185107,0.191517337,0.236442702,0.044925365,-0.79,0.074086134,0.339072268,0.042727732,52.937198,25.47726609,171.3266287,1,0.070119329,33.39015682,0.124,0.245418952,0.172896633,0.270902371,0.28155,0.3125,0.01,0.24479,0.240155784,0.154360833,0.199022151,43.40370952,38.08701168,35.22950684,0.062696154,21.42857143,-0.266129032,-75.87373168,-70.20724554,-6.860050891,17.30264945,5.874396003,47.51916477,11.08682061,0.108835223,-0.18,-0.02,0.0111,31.1641099,0.305926557,36.09370502,5.580693816,0.055806938,1.055806938,105.5806938,40.26678516,49.76796998,52.937198,2.610616863,42.47020381,-77.33333333,1528432.08,0.00053035,121502.89,0,8.824454148,24843.3784,0.3368,0.054120808,4536.353723,4041.6,0.142857143
28,2010/11/10,0.21,0.24,0.14,0.24,0.24,6110,0.273285714,0.197614286,0.23728369,0.195109087,0.236989979,0.041880892,-0.76,0.071653857,0.340922,0.054306572,56.58572416,27.23592909,173.0656416,1,0.072253663,30.1056929,0.1,0.248561391,0.175340554,0.269492936,0.28155,0.3125,0.01,0.24954,0.245626063,0.162162083,0.20394,42.29790118,37.72316373,35.12076102,0.061670513,21.42857143,0.3,-100,-95.60616617,-55.98462825,-35.49092946,13.17144832,27.92239277,15.82345751,0.160061279,-0.1,-0.02,0.0475,28.08326503,0.28407466,34.47279972,24.67532468,0.246753247,1.246753247,124.6753247,48.25192599,54.25975654,56.58572416,2.701287263,47.05052285,-69.33333333,1212884.925,0.000501292,59232.5,0,6.918427419,6364.7955,0.2667,0.04352215,4536.353723,2573.655,-0.070416667
29,2010/11/11,0.24,0.24,0.21,0.2231,0.2231,1111,0.2723,0.203142857,0.227827897,0.197182724,0.234853059,0.037670335,-0.7769,0.067797686,0.338738229,0.067547486,54.04395033,27.74326669,177.7455848,1,0.069235544,31.03341289,0.03,0.249165497,0.17677788,0.267771635,0.29,0.3125,0.01,0.2523,0.247637428,0.169880417,0.207455699,41.27107916,37.37750819,35.01599587,0.058991026,21.42857143,-0.563333333,-3.393797542,-56.47351528,-40.13325699,-16.74687941,8.087900665,27.92239277,15.33371432,0.14862833,-0.0199,-0.1669,0.0276,27.21407523,0.263783613,32.13153448,14.11764706,0.141176471,1.141176471,114.1176471,44.10060163,51.38376725,54.04395033,2.76435736,45.91069737,-73.84,1094244,0.000511001,59839.1,0,6.48951049,3077.28,0.24,0.052316781,4536.353723,2784,0.202151502
30,2010/11/12,0.2231,0.29,0.223,0.2682,0.2682,10494,0.273471429,0.211033333,0.254742632,0.202443817,0.239983357,0.03753954,-0.7318,0.064510822,0.340054978,0.082011688,59.29827989,29.0327023,181.0543954,1,0.069075862,25.75535512,0.067,0.255217309,0.178608456,0.267792113,0.29125,0.3125,0.01,0.25974,0.248864041,0.177608333,0.213605376,40.91216832,37.38373115,35.36454417,0.058907051,21.42857143,0.673134328,100,52.62732744,-2.170831744,27.28895085,18.59655979,36.24632742,14.2713572,0.138012021,0.0582,-0.0718,0.0744,30.49894896,0.294941926,31.00622183,38.39009288,0.383900929,1.383900929,138.3900929,56.56590031,57.98678767,59.29827989,2.816435823,45.4555587,-61.81333333,1146542.9,0.000418501,43331.06,0,7.250168919,3416.612,0.251,0.038561076,4536.353723,2146.05,0.029082774
